,route,IATA_O,IATA_D,HH_ISO_D,region_D,HH_ISO_O,region_O,LegHH_ISO,LegRegion,Origin,Destination,fixRoute_1,Leg_fixRoute_1,fixRoute_2,Leg_fixRoute_2,fixRoute_3,Leg_fixRoute_3
142,LAX-BRS,LAX,BRS,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,LAX,BRS,LAX->AMS->BRS,2,LAX->AMS->BRS,2,LAX->AMS->BRS,2
143,LAX-LGW,LAX,LGW,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,LAX,LGW,LAX->LGW,1,LAX->LGW,1,LAX->LGW,1
144,LAX-KBP,LAX,KBP,UKR,Europe,USA,Americas,USA-UKR,Americas-Europe,LAX,KBP,LAX->MUC->KBP,2,LAX->WAW->KBP,2,LAX->LHR->VIE->KBP,3
145,LAX-DME,LAX,DME,RUS,Europe,USA,Americas,USA-RUS,Americas-Europe,LAX,DME,LAX->ARN->DME,2,LAX->LHR->DME,2,LAX->ZRH->DME,2
146,LAX-LTN,LAX,LTN,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,LAX,LTN,LAX->AMS->LTN,2,LAX->AMS->LTN,2,LAX->AMS->LTN,2
147,LAX-HEL,LAX,HEL,FIN,Europe,USA,Americas,USA-FIN,Americas-Europe,LAX,HEL,LAX->ZRH->HEL,2,LAX->ARN->HEL,2,LAX->CDG->HEL,2
148,LAX-LCY,LAX,LCY,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,LAX,LCY,LAX->ZRH->LCY,2,LAX->MUC->LCY,2,LAX->WAW->LCY,2
149,LAX-MAN,LAX,MAN,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,LAX,MAN,LAX->ZRH->MAN,2,LAX->MUC->MAN,2,LAX->ARN->MAN,2
150,LAX-KEF,LAX,KEF,ISL,Europe,USA,Americas,USA-ISL,Americas-Europe,LAX,KEF,LAX->ARN->KEF,2,LAX->LHR->KEF,2,LAX->ARN->KEF,2
151,LAX-ATH,LAX,ATH,GRC,Europe,USA,Americas,USA-GRC,Americas-Europe,LAX,ATH,LAX->AMS->ATH,2,LAX->LHR->ATH,2,LAX->ZRH->ATH,2
152,LAX-GVA,LAX,GVA,CHE,Europe,USA,Americas,USA-CHE,Americas-Europe,LAX,GVA,LAX->LHR->GVA,2,LAX->AMS->GVA,2,LAX->LHR->GVA,2
153,LAX-ZAG,LAX,ZAG,HRV,Europe,USA,Americas,USA-HRV,Americas-Europe,LAX,ZAG,LAX->AMS->ZAG,2,LAX->MUC->ZAG,2,LAX->LHR->CGN->ZAG,3
154,LAX-BUD,LAX,BUD,HUN,Europe,USA,Americas,USA-HUN,Americas-Europe,LAX,BUD,LAX->ZRH->BUD,2,LAX->AMS->BUD,2,LAX->LGW->BUD,2
155,LAX-EDI,LAX,EDI,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,LAX,EDI,LAX->ARN->EDI,2,LAX->AMS->HAM->EDI,3,LAX->CDG->EDI,2
156,LAX-EMA,LAX,EMA,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,LAX,EMA,LAX->LHR->CGN->EMA,3,LAX->AMS->CPH->LEJ->EMA,4,LAX->CDG->LGG->EMA,3
157,LAX-WAW,LAX,WAW,POL,Europe,USA,Americas,USA-POL,Americas-Europe,LAX,WAW,LAX->WAW,1,LAX->WAW,1,LAX->WAW,1
158,LAX-CPH,LAX,CPH,DNK,Europe,USA,Americas,USA-DNK,Americas-Europe,LAX,CPH,LAX->AMS->CPH,2,LAX->ARN->CPH,2,LAX->ZRH->CPH,2
159,LAX-ORY,LAX,ORY,FRA,Europe,USA,Americas,USA-FRA,Americas-Europe,LAX,ORY,LAX->AMS->ORY,2,LAX->AMS->ORY,2,LAX->FCO->ORY,2
160,LAX-STN,LAX,STN,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,LAX,STN,LAX->AMS->STN,2,LAX->LHR->SNN->STN,3,LAX->CDG->STN,2
161,LAX-BHX,LAX,BHX,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,LAX,BHX,LAX->ZRH->BHX,2,LAX->AMS->BHX,2,LAX->CDG->BHX,2
162,LAX-LGG,LAX,LGG,BEL,Europe,USA,Americas,USA-BEL,Americas-Europe,LAX,LGG,LAX->LHR->DUB->LGG,3,LAX->CDG->LGG,2,LAX->CDG->LGG,2
163,LAX-MMX,LAX,MMX,SWE,Europe,USA,Americas,USA-SWE,Americas-Europe,LAX,MMX,LAX->ZRH->CGN->MMX,3,LAX->CDG->LGG->MMX,3,LAX->CDG->LGG->MMX,3
164,LAX-ZIA,LAX,ZIA,RUS,Europe,USA,Americas,USA-RUS,Americas-Europe,LAX,ZIA,LAX->SVO->ALA->ZIA,3,LAX->SVO->ALA->ZIA,3,LAX->AMS->LED->ALA->ZIA,4
165,LAX-CGN,LAX,CGN,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,LAX,CGN,LAX->FCO->CGN,2,LAX->LGW->BUD->CGN,3,LAX->LHR->CGN,2
166,LAX-RIX,LAX,RIX,LVA,Europe,USA,Americas,USA-LVA,Americas-Europe,LAX,RIX,LAX->MUC->RIX,2,LAX->ZRH->RIX,2,LAX->SVO->RIX,2
167,LAX-DUS,LAX,DUS,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,LAX,DUS,LAX->LHR->DUS,2,LAX->LGW->DUS,2,LAX->ARN->DUS,2
168,LAX-TXL,LAX,TXL,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,LAX,TXL,LAX->AMS->TXL,2,LAX->WAW->TXL,2,LAX->CDG->TXL,2
169,LAX-FAO,LAX,FAO,PRT,Europe,USA,Americas,USA-PRT,Americas-Europe,LAX,FAO,LAX->LGW->FAO,2,LAX->ZRH->MAN->FAO,3,LAX->LGW->DUS->FAO,3
170,LAX-GOT,LAX,GOT,SWE,Europe,USA,Americas,USA-SWE,Americas-Europe,LAX,GOT,LAX->LGW->GOT,2,LAX->AMS->GOT,2,LAX->LGW->GOT,2
171,LAX-ALC,LAX,ALC,ESP,Europe,USA,Americas,USA-ESP,Americas-Europe,LAX,ALC,LAX->LGW->ALC,2,LAX->LGW->ALC,2,LAX->LGW->ALG->ALC,3
172,LAX-SVQ,LAX,SVQ,ESP,Europe,USA,Americas,USA-ESP,Americas-Europe,LAX,SVQ,LAX->LGW->SVQ,2,LAX->AMS->SVQ,2,LAX->CDG->SVQ,2
173,LAX-AGP,LAX,AGP,ESP,Europe,USA,Americas,USA-ESP,Americas-Europe,LAX,AGP,LAX->ZRH->AGP,2,LAX->FCO->AGP,2,LAX->ZRH->AGP,2
174,LAX-CRL,LAX,CRL,BEL,Europe,USA,Americas,USA-BEL,Americas-Europe,LAX,CRL,LAX->WAW->CRL,2,LAX->LGW->BCN->CRL,3,LAX->LHR->WAW->CRL,3
175,LAX-BGY,LAX,BGY,ITA,Europe,USA,Americas,USA-ITA,Americas-Europe,LAX,BGY,LAX->WAW->BGY,2,LAX->WAW->BGY,2,LAX->WAW->BGY,2
176,LAX-SXF,LAX,SXF,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,LAX,SXF,LAX->LGW->SXF,2,LAX->LGW->SXF,2,LAX->AMS->SXF,2
177,LAX-HAM,LAX,HAM,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,LAX,HAM,LAX->CDG->HAM,2,LAX->LHR->HAM,2,LAX->AMS->HAM,2
178,LAX-CIA,LAX,CIA,ITA,Europe,USA,Americas,USA-ITA,Americas-Europe,LAX,CIA,LAX->ZRH->ATH->CIA,3,LAX->AMS->MAD->CIA,3,LAX->AMS->NUE->CIA,3
179,LAX-HER,LAX,HER,GRC,Europe,USA,Americas,USA-GRC,Americas-Europe,LAX,HER,LAX->AMS->HER,2,LAX->AMS->HER,2,LAX->AMS->HER,2
180,LAX-MRS,LAX,MRS,FRA,Europe,USA,Americas,USA-FRA,Americas-Europe,LAX,MRS,LAX->LHR->MRS,2,LAX->LGW->MRS,2,LAX->ZRH->BRU->MRS,3
181,LAX-LIN,LAX,LIN,ITA,Europe,USA,Americas,USA-ITA,Americas-Europe,LAX,LIN,LAX->AMS->LIN,2,LAX->LHR->LIN,2,LAX->LHR->LIN,2
182,LAX-XRY,LAX,XRY,ESP,Europe,USA,Americas,USA-ESP,Americas-Europe,LAX,XRY,LAX->LGW->DUS->XRY,3,LAX->LHR->DUS->XRY,3,LAX->AMS->DUS->XRY,3
183,LAX-EIN,LAX,EIN,NLD,Europe,USA,Americas,USA-NLD,Americas-Europe,LAX,EIN,LAX->AMS->STN->EIN,3,LAX->LGW->DUB->EIN,3,LAX->CDG->DUB->EIN,3
184,LAX-HAJ,LAX,HAJ,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,LAX,HAJ,LAX->ZRH->HAJ,2,LAX->AMS->HAJ,2,LAX->AMS->HAJ,2
185,LAX-STR,LAX,STR,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,LAX,STR,LAX->LGW->STR,2,LAX->AMS->STR,2,LAX->AMS->STR,2
186,LAX-LUX,LAX,LUX,LUX,Europe,USA,Americas,USA-LUX,Americas-Europe,LAX,LUX,LAX->AMS->LUX,2,LAX->ZRH->LUX,2,LAX->FCO->LUX,2
187,LAX-WMI,LAX,WMI,POL,Europe,USA,Americas,USA-POL,Americas-Europe,LAX,WMI,LAX->AMS->DUB->WMI,3,LAX->LGW->DUB->WMI,3,LAX->AMS->STN->WMI,3
188,LAX-POZ,LAX,POZ,POL,Europe,USA,Americas,USA-POL,Americas-Europe,LAX,POZ,LAX->CDG->LTN->POZ,3,LAX->CDG->LTN->POZ,3,LAX->AMS->LTN->POZ,3
189,LAX-NUE,LAX,NUE,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,LAX,NUE,LAX->LGW->AMS->NUE,3,LAX->AMS->NUE,2,LAX->AMS->NUE,2
190,LAX-DRS,LAX,DRS,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,LAX,DRS,LAX->AMS->DRS,2,LAX->ZRH->DRS,2,LAX->AMS->DRS,2
191,LAX-GDN,LAX,GDN,POL,Europe,USA,Americas,USA-POL,Americas-Europe,LAX,GDN,LAX->AMS->LTN->GDN,3,LAX->WAW->LTN->GDN,3,LAX->MUC->BUD->NYO->GDN,4
192,LAX-BOH,LAX,BOH,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,LAX,BOH,LAX->CDG->AGP->BOH,3,LAX->AMS->AGP->BOH,3,LAX->LHR->AGP->BOH,3
193,LAX-BOD,LAX,BOD,FRA,Europe,USA,Americas,USA-FRA,Americas-Europe,LAX,BOD,LAX->ZRH->BOD,2,LAX->AMS->BOD,2,LAX->ARN->GVA->BOD,3
194,LAX-IEV,LAX,IEV,UKR,Europe,USA,Americas,USA-UKR,Americas-Europe,LAX,IEV,LAX->WAW->IEV,2,LAX->WAW->IEV,2,LAX->WAW->IEV,2
195,LAX-PIK,LAX,PIK,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,LAX,PIK,LAX->LGW->AGP->PIK,3,LAX->ZRH->AGP->PIK,3,LAX->ZRH->AGP->PIK,3
196,LAX-AOI,LAX,AOI,ITA,Europe,USA,Americas,USA-ITA,Americas-Europe,LAX,AOI,LAX->CDG->STN->AOI,3,LAX->ARN->SXF->STN->AOI,4,LAX->LHR->CDG->STN->AOI,4
197,LAX-BRE,LAX,BRE,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,LAX,BRE,LAX->ZRH->BRE,2,LAX->ZRH->BRE,2,LAX->AMS->BRE,2
198,LAX-TLL,LAX,TLL,EST,Europe,USA,Americas,USA-EST,Americas-Europe,LAX,TLL,LAX->AMS->TLL,2,LAX->AMS->TLL,2,LAX->ARN->TLL,2
199,LAX-LYS,LAX,LYS,FRA,Europe,USA,Americas,USA-FRA,Americas-Europe,LAX,LYS,LAX->LGW->LYS,2,LAX->FCO->LYS,2,LAX->AMS->LYS,2
200,LAX-TLS,LAX,TLS,FRA,Europe,USA,Americas,USA-FRA,Americas-Europe,LAX,TLS,LAX->FCO->TLS,2,LAX->MUC->TLS,2,LAX->FCO->TLS,2
201,LAX-QPA,LAX,QPA,ITA,Europe,USA,Americas,USA-ITA,Americas-Europe,LAX,QPA,LAX->LGW->QPA,2,LAX->MUC->QPA,2,LAX->LGW->QPA,2
202,LAX-GLA,LAX,GLA,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,LAX,GLA,LAX->AMS->GLA,2,LAX->AMS->GLA,2,LAX->AMS->GLA,2
203,LAX-MXP,LAX,MXP,ITA,Europe,USA,Americas,USA-ITA,Americas-Europe,LAX,MXP,LAX->AMS->MXP,2,LAX->CDG->MXP,2,LAX->LHR->MXP,2
204,LAX-JER,LAX,JER,JEY,Europe,USA,Americas,USA-JEY,Americas-Europe,LAX,JER,LAX->LGW->JER,2,LAX->LGW->JER,2,LAX->LGW->JER,2
205,LAX-FLR,LAX,FLR,ITA,Europe,USA,Americas,USA-ITA,Americas-Europe,LAX,FLR,LAX->MUC->FLR,2,LAX->MUC->FLR,2,LAX->LGW->MUC->FLR,3
206,LAX-GRZ,LAX,GRZ,AUT,Europe,USA,Americas,USA-AUT,Americas-Europe,LAX,GRZ,LAX->MUC->GRZ,2,LAX->ZRH->GRZ,2,LAX->LHR->ZRH->GRZ,3
207,LAX-BRI,LAX,BRI,ITA,Europe,USA,Americas,USA-ITA,Americas-Europe,LAX,BRI,LAX->LGW->BRI,2,LAX->LGW->BRI,2,LAX->MUC->BRI,2
208,LAX-PEG,LAX,PEG,ITA,Europe,USA,Americas,USA-ITA,Americas-Europe,LAX,PEG,LAX->LGW->ORK->STN->PEG,4,LAX->LGW->AMS->STN->PEG,4,LAX->CDG->STN->PEG,3
209,LAX-LJU,LAX,LJU,SVN,Europe,USA,Americas,USA-SVN,Americas-Europe,LAX,LJU,LAX->AMS->LJU,2,LAX->AMS->LJU,2,LAX->AMS->LJU,2
210,LAX-NCL,LAX,NCL,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,LAX,NCL,LAX->AMS->NCL,2,LAX->ZRH->CDG->NCL,3,LAX->LGW->DUB->NCL,3
211,LAX-FNC,LAX,FNC,PRT,Europe,USA,Americas,USA-PRT,Americas-Europe,LAX,FNC,LAX->LGW->FNC,2,LAX->LGW->FNC,2,LAX->LGW->FNC,2
212,LAX-CWL,LAX,CWL,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,LAX,CWL,LAX->AMS->CWL,2,LAX->AMS->CWL,2,LAX->AMS->CWL,2
213,LAX-NOC,LAX,NOC,IRL,Europe,USA,Americas,USA-IRL,Americas-Europe,LAX,NOC,LAX->LGW->NOC,2,LAX->LGW->NOC,2,LAX->AMS->LPL->NOC,3
214,LAX-LED,LAX,LED,RUS,Europe,USA,Americas,USA-RUS,Americas-Europe,LAX,LED,LAX->ARN->LED,2,LAX->AMS->LED,2,LAX->LGW->LED,2
215,LAX-LBA,LAX,LBA,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,LAX,LBA,LAX->AMS->LBA,2,LAX->AMS->LBA,2,LAX->AMS->LBA,2
216,LAX-IOM,LAX,IOM,IMN,Europe,USA,Americas,USA-IMN,Americas-Europe,LAX,IOM,LAX->LGW->IOM,2,LAX->LGW->IOM,2,LAX->LGW->IOM,2
217,LAX-NWI,LAX,NWI,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,LAX,NWI,LAX->AMS->NWI,2,LAX->AMS->NWI,2,LAX->AMS->NWI,2
218,LAX-VKO,LAX,VKO,RUS,Europe,USA,Americas,USA-RUS,Americas-Europe,LAX,VKO,LAX->WAW->TXL->RIX->VKO,4,LAX->ARN->RIX->VKO,3,LAX->ARN->RIX->VKO,3
219,LAX-ORK,LAX,ORK,IRL,Europe,USA,Americas,USA-IRL,Americas-Europe,LAX,ORK,LAX->AMS->ORK,2,LAX->LHR->ORK,2,LAX->ARN->EDI->ORK,3
220,LAX-BTS,LAX,BTS,SVK,Europe,USA,Americas,USA-SVK,Americas-Europe,LAX,BTS,LAX->LGW->DUB->BTS,3,LAX->ARN->HAM->STN->BTS,4,LAX->LHR->DUB->BTS,3
221,LAX-SEN,LAX,SEN,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,LAX,SEN,LAX->AMS->SEN,2,LAX->LHR->DUB->SEN,3,LAX->LGW->DUB->SEN,3
222,LAX-RTM,LAX,RTM,NLD,Europe,USA,Americas,USA-NLD,Americas-Europe,LAX,RTM,LAX->LGW->AGP->RTM,3,LAX->WAW->LCY->RTM,3,LAX->CDG->BCN->RTM,3
223,LAX-GOA,LAX,GOA,ITA,Europe,USA,Americas,USA-ITA,Americas-Europe,LAX,GOA,LAX->MUC->GOA,2,LAX->LGW->GOA,2,LAX->LGW->GOA,2
224,LAX-GCI,LAX,GCI,GGY,Europe,USA,Americas,USA-GGY,Americas-Europe,LAX,GCI,LAX->LGW->GCI,2,LAX->LGW->GCI,2,LAX->LGW->GCI,2
225,LAX-WRO,LAX,WRO,POL,Europe,USA,Americas,USA-POL,Americas-Europe,LAX,WRO,LAX->MUC->LTN->WRO,3,LAX->CDG->LTN->WRO,3,LAX->AMS->STN->WRO,3
227,LAX-BMA,LAX,BMA,SWE,Europe,USA,Americas,USA-SWE,Americas-Europe,LAX,BMA,LAX->ZRH->BRU->BMA,3,LAX->ZRH->BRU->BMA,3,LAX->AMS->BRU->BMA,3
229,LAX-CCF,LAX,CCF,FRA,Europe,USA,Americas,USA-FRA,Americas-Europe,LAX,CCF,LAX->ARN->CPH->STN->CCF,4,LAX->AMS->STN->CCF,3,LAX->AMS->STN->CCF,3
230,LAX-ANR,LAX,ANR,BEL,Europe,USA,Americas,USA-BEL,Americas-Europe,LAX,ANR,LAX->AMS->SEN->ANR,3,LAX->AMS->SEN->ANR,3,LAX->AMS->SEN->ANR,3
231,LAX-TRD,LAX,TRD,NOR,Europe,USA,Americas,USA-NOR,Americas-Europe,LAX,TRD,LAX->ARN->TRD,2,LAX->ARN->TRD,2,LAX->ARN->TRD,2
232,LAX-FMM,LAX,FMM,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,LAX,FMM,LAX->LHR->AMS->STN->FMM,4,LAX->AMS->STN->FMM,3,LAX->CDG->STN->FMM,3
233,LAX-TKU,LAX,TKU,FIN,Europe,USA,Americas,USA-FIN,Americas-Europe,LAX,TKU,LAX->ARN->TKU,2,LAX->ARN->TKU,2,LAX->ARN->TKU,2
234,LAX-BHD,LAX,BHD,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,LAX,BHD,LAX->AMS->BHD,2,LAX->AMS->BHD,2,LAX->AMS->BHD,2
235,LAX-DTM,LAX,DTM,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,LAX,DTM,LAX->ARN->VIE->DTM,3,LAX->WAW->VIE->DTM,3,LAX->LHR->VIE->DTM,3
236,LAX-ZAZ,LAX,ZAZ,ESP,Europe,USA,Americas,USA-ESP,Americas-Europe,LAX,ZAZ,LAX->CDG->STN->ZAZ,3,LAX->CDG->STN->ZAZ,3,LAX->CDG->STN->ZAZ,3
237,LAX-HUY,LAX,HUY,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,LAX,HUY,LAX->AMS->HUY,2,LAX->AMS->HUY,2,LAX->AMS->HUY,2
238,LAX-KIR,LAX,KIR,IRL,Europe,USA,Americas,USA-IRL,Americas-Europe,LAX,KIR,LAX->WAW->LTN->KIR,3,LAX->MUC->LTN->KIR,3,LAX->CDG->LTN->KIR,3
239,LAX-TMP,LAX,TMP,FIN,Europe,USA,Americas,USA-FIN,Americas-Europe,LAX,TMP,LAX->ARN->TMP,2,LAX->ARN->TMP,2,LAX->ARN->TMP,2
240,LAX-RNS,LAX,RNS,FRA,Europe,USA,Americas,USA-FRA,Americas-Europe,LAX,RNS,LAX->LGW->DUB->SEN->RNS,4,LAX->AMS->SEN->RNS,3,LAX->AMS->SEN->RNS,3
241,LAX-LBG,LAX,LBG,FRA,Europe,USA,Americas,USA-FRA,Americas-Europe,LAX,LBG,LAX->MUC->GVA->LBG,3,LAX->LGW->GVA->LBG,3,LAX->AMS->GVA->LBG,3
242,LAX-NRN,LAX,NRN,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,LAX,NRN,LAX->LHR->AGP->NRN,3,LAX->FCO->AGP->NRN,3,LAX->AMS->AGP->NRN,3
243,LAX-GRQ,LAX,GRQ,NLD,Europe,USA,Americas,USA-NLD,Americas-Europe,LAX,GRQ,LAX->AMS->SEN->GRQ,3,LAX->AMS->SEN->GRQ,3,LAX->AMS->SEN->GRQ,3
244,LAX-CSF,LAX,CSF,FRA,Europe,USA,Americas,USA-FRA,Americas-Europe,LAX,CSF,LAX->AMS->CPH->CIA->CSF,4,LAX->WAW->BUD->CIA->CSF,4,LAX->ZRH->CGN->CIA->CSF,4
245,LAX-MPL,LAX,MPL,FRA,Europe,USA,Americas,USA-FRA,Americas-Europe,LAX,MPL,LAX->LGW->MPL,2,LAX->LGW->MPL,2,LAX->LGW->MPL,2
246,LAX-XFW,LAX,XFW,DEU,Europe,USA,Americas,USA-DEU,Americas-Europe,LAX,XFW,LAX->FCO->TLS->XFW,3,LAX->LHR->TLS->XFW,3,LAX->AMS->TLS->XFW,3
247,LAX-MHQ,LAX,MHQ,FIN,Europe,USA,Americas,USA-FIN,Americas-Europe,LAX,MHQ,LAX->ARN->MHQ,2,LAX->ARN->MHQ,2,LAX->ARN->MHQ,2
248,LAX-BDS,LAX,BDS,ITA,Europe,USA,Americas,USA-ITA,Americas-Europe,LAX,BDS,LAX->LGW->GVA->BDS,3,LAX->WAW->GVA->BDS,3,LAX->ARN->GVA->BDS,3
249,LAX-VBS,LAX,VBS,ITA,Europe,USA,Americas,USA-ITA,Americas-Europe,LAX,VBS,LAX->LGW->VBS,2,LAX->LGW->VBS,2,LAX->LGW->VBS,2
250,LAX-FAB,LAX,FAB,GBR,Europe,USA,Americas,USA-GBR,Americas-Europe,LAX,FAB,LAX->SVO->GVA->LBG->FAB,4,LAX->LGW->GVA->LBG->FAB,4,LAX->AMS->GVA->LBG->FAB,4
251,LAX-SNN,LAX,SNN,IRL,Europe,USA,Americas,USA-IRL,Americas-Europe,LAX,SNN,LAX->LHR->SNN,2,LAX->LHR->SNN,2,LAX->LHR->SNN,2
252,JNB-ZRH,JNB,ZRH,CHE,Europe,ZAF,Africa,ZAF-CHE,Africa-Europe,JNB,ZRH,JNB->CDG->ZRH,2,JNB->AMS->ZRH,2,JNB->LHR->ZRH,2
253,JNB-FRA,JNB,FRA,DEU,Europe,ZAF,Africa,ZAF-DEU,Africa-Europe,JNB,FRA,JNB->AMS->FRA,2,JNB->AMS->FRA,2,JNB->LHR->FRA,2
254,JNB-CDG,JNB,CDG,FRA,Europe,ZAF,Africa,ZAF-FRA,Africa-Europe,JNB,CDG,JNB->CDG,1,JNB->CDG,1,JNB->CDG,1
255,JNB-VIE,JNB,VIE,AUT,Europe,ZAF,Africa,ZAF-AUT,Africa-Europe,JNB,VIE,JNB->AMS->VIE,2,JNB->LHR->STR->VIE,3,JNB->AMS->VIE,2
256,JNB-LHR,JNB,LHR,GBR,Europe,ZAF,Africa,ZAF-GBR,Africa-Europe,JNB,LHR,JNB->LHR,1,JNB->LHR,1,JNB->LHR,1
257,JNB-AMS,JNB,AMS,NLD,Europe,ZAF,Africa,ZAF-NLD,Africa-Europe,JNB,AMS,JNB->AMS,1,JNB->AMS,1,JNB->AMS,1
258,JNB-MAD,JNB,MAD,ESP,Europe,ZAF,Africa,ZAF-ESP,Africa-Europe,JNB,MAD,JNB->CDG->VCE->MAD,3,JNB->AMS->MAD,2,JNB->LHR->MAD,2
259,JNB-FCO,JNB,FCO,ITA,Europe,ZAF,Africa,ZAF-ITA,Africa-Europe,JNB,FCO,JNB->CDG->FCO,2,JNB->LHR->FCO,2,JNB->LHR->FCO,2
260,JNB-LIS,JNB,LIS,PRT,Europe,ZAF,Africa,ZAF-PRT,Africa-Europe,JNB,LIS,JNB->AMS->LIS,2,JNB->LHR->LIS,2,JNB->CDG->LIS,2
261,JNB-SVO,JNB,SVO,RUS,Europe,ZAF,Africa,ZAF-RUS,Africa-Europe,JNB,SVO,JNB->AMS->SVO,2,JNB->LHR->SVO,2,JNB->LHR->SVO,2
262,JNB-MUC,JNB,MUC,DEU,Europe,ZAF,Africa,ZAF-DEU,Africa-Europe,JNB,MUC,JNB->CDG->MUC,2,JNB->LHR->MUC,2,JNB->AMS->MUC,2
263,JNB-BCN,JNB,BCN,ESP,Europe,ZAF,Africa,ZAF-ESP,Africa-Europe,JNB,BCN,JNB->AMS->BCN,2,JNB->LHR->BCN,2,JNB->AMS->BCN,2
264,JNB-DUB,JNB,DUB,IRL,Europe,ZAF,Africa,ZAF-IRL,Africa-Europe,JNB,DUB,JNB->CDG->BRS->DUB,3,JNB->LHR->DUB,2,JNB->AMS->DUB,2
265,JNB-OTP,JNB,OTP,ROU,Europe,ZAF,Africa,ZAF-ROU,Africa-Europe,JNB,OTP,JNB->LHR->OTP,2,JNB->LHR->OTP,2,JNB->LHR->DUS->OTP,3
266,JNB-LPL,JNB,LPL,GBR,Europe,ZAF,Africa,ZAF-GBR,Africa-Europe,JNB,LPL,JNB->AMS->LPL,2,JNB->AMS->LPL,2,JNB->AMS->LPL,2
267,JNB-ARN,JNB,ARN,SWE,Europe,ZAF,Africa,ZAF-SWE,Africa-Europe,JNB,ARN,JNB->CDG->SXF->ARN,3,JNB->AMS->OSL->ARN,3,JNB->CDG->ARN,2
268,JNB-BRS,JNB,BRS,GBR,Europe,ZAF,Africa,ZAF-GBR,Africa-Europe,JNB,BRS,JNB->CDG->BRS,2,JNB->AMS->BRS,2,JNB->CDG->BRS,2
269,JNB-LGW,JNB,LGW,GBR,Europe,ZAF,Africa,ZAF-GBR,Africa-Europe,JNB,LGW,JNB->LHR->CDG->LGW,3,JNB->CDG->LGW,2,JNB->AMS->LGW,2
270,JNB-KBP,JNB,KBP,UKR,Europe,ZAF,Africa,ZAF-UKR,Africa-Europe,JNB,KBP,JNB->CDG->KBP,2,JNB->AMS->KBP,2,JNB->LHR->DUS->KBP,3
271,JNB-DME,JNB,DME,RUS,Europe,ZAF,Africa,ZAF-RUS,Africa-Europe,JNB,DME,JNB->LHR->DME,2,JNB->LHR->ARN->DME,3,JNB->LHR->DME,2
272,JNB-LTN,JNB,LTN,GBR,Europe,ZAF,Africa,ZAF-GBR,Africa-Europe,JNB,LTN,JNB->CDG->LTN,2,JNB->CDG->LTN,2,JNB->AMS->LTN,2
273,JNB-HEL,JNB,HEL,FIN,Europe,ZAF,Africa,ZAF-FIN,Africa-Europe,JNB,HEL,JNB->LHR->HEL,2,JNB->AMS->HEL,2,JNB->LHR->HEL,2
274,JNB-LCY,JNB,LCY,GBR,Europe,ZAF,Africa,ZAF-GBR,Africa-Europe,JNB,LCY,JNB->LHR->DUB->LCY,3,JNB->LHR->DUB->LCY,3,JNB->AMS->LCY,2
275,JNB-MAN,JNB,MAN,GBR,Europe,ZAF,Africa,ZAF-GBR,Africa-Europe,JNB,MAN,JNB->LHR->DUS->MAN,3,JNB->CDG->MAN,2,JNB->LHR->CPH->MAN,3
276,JNB-KEF,JNB,KEF,ISL,Europe,ZAF,Africa,ZAF-ISL,Africa-Europe,JNB,KEF,JNB->CDG->KEF,2,JNB->LHR->KEF,2,JNB->LHR->KEF,2
277,JNB-ATH,JNB,ATH,GRC,Europe,ZAF,Africa,ZAF-GRC,Africa-Europe,JNB,ATH,JNB->AMS->ATH,2,JNB->LHR->ATH,2,JNB->LHR->BUD->ATH,3
